HR,timestamp,subject
58.1,2099.0,S4
57.83,2109.0,S4
57.9,2119.0,S4
58.8,2129.0,S4
59.65,2139.0,S4
61.42,2149.0,S4
63.23,2159.0,S4
64.48,2169.0,S4
64.95,2179.0,S4
64.78,2189.0,S4
63.82,2199.0,S4
62.57,2209.0,S4
60.73,2219.0,S4
59.33,2229.0,S4
57.95,2239.0,S4
56.97,2249.0,S4
56.48,2259.0,S4
55.92,2269.0,S4
56.38,2279.0,S4
57.2,2289.0,S4
58.02,2299.0,S4
58.35,2309.0,S4
58.7,2319.0,S4
58.77,2329.0,S4
60.03,2339.0,S4
62.78,2349.0,S4
65.1,2359.0,S4
66.93,2369.0,S4
67.1,2379.0,S4
66.72,2389.0,S4
64.63,2399.0,S4
60.68,2409.0,S4
57.55,2419.0,S4
55.87,2429.0,S4
55.78,2439.0,S4
56.18,2449.0,S4
56.5,2459.0,S4
57.07,2469.0,S4
57.67,2479.0,S4
57.97,2489.0,S4
57.55,2499.0,S4
57.17,2509.0,S4
57.13,2519.0,S4
57.47,2529.0,S4
58.15,2539.0,S4
57.83,2549.0,S4
57.9,2559.0,S4
57.83,2569.0,S4
57.82,2579.0,S4
57.43,2589.0,S4
56.3,2599.0,S4
55.52,2609.0,S4
55.25,2619.0,S4
55.23,2629.0,S4
55.17,2639.0,S4
55.03,2649.0,S4
56.05,2659.0,S4
58.72,2669.0,S4
61.58,2679.0,S4
63.33,2689.0,S4
65.62,2699.0,S4
69.93,2709.0,S4
73.42,2719.0,S4
77.58,2729.0,S4
77.58,2739.0,S4
77.15,2749.0,S4
75.4,2759.0,S4
71.37,2769.0,S4
67.33,2779.0,S4
61.72,2789.0,S4
59.72,2799.0,S4
58.63,2809.0,S4
57.58,2819.0,S4
57.23,2829.0,S4
57.33,2839.0,S4
57.03,2849.0,S4
57.0,2859.0,S4
57.1,2869.0,S4
57.87,2879.0,S4
58.1,2889.0,S4
58.58,2899.0,S4
58.85,2909.0,S4
58.78,2919.0,S4
59.3,2929.0,S4
60.5,2939.0,S4
63.45,2949.0,S4
66.25,2959.0,S4
67.15,2969.0,S4
67.23,2979.0,S4
67.05,2989.0,S4
65.82,2999.0,S4
62.87,3009.0,S4
60.65,3019.0,S4
61.62,3029.0,S4
64.17,3039.0,S4
67.93,3049.0,S4
71.72,3059.0,S4
72.9,3069.0,S4
71.2,3079.0,S4
68.43,3089.0,S4
65.48,3099.0,S4
61.08,3109.0,S4
57.57,3119.0,S4
56.67,3129.0,S4
57.18,3139.0,S4
58.08,3149.0,S4
59.2,3159.0,S4
60.3,3169.0,S4
60.35,3179.0,S4
60.35,3189.0,S4
60.85,3199.0,S4
61.0,3209.0,S4
60.55,3219.0,S4
59.92,3229.0,S4
59.73,3239.0,S4
59.6,3249.0,S4
60.87,3259.0,S4
63.15,3269.0,S4
64.28,3279.0,S4
64.27,3289.0,S4
65.0,3299.0,S4
65.42,3309.0,S4
63.78,3319.0,S4
61.47,3329.0,S4
60.82,3339.0,S4
60.52,3349.0,S4
59.38,3359.0,S4
59.45,3369.0,S4
60.37,3379.0,S4
61.75,3389.0,S4
62.45,3399.0,S4
64.85,3409.0,S4
66.28,3419.0,S4
65.98,3429.0,S4
65.02,3439.0,S4
63.65,3449.0,S4
62.58,3459.0,S4
61.03,3469.0,S4
61.58,3479.0,S4
62.42,3489.0,S4
63.4,3499.0,S4
63.28,3509.0,S4
63.08,3519.0,S4
62.7,3529.0,S4
61.25,3539.0,S4
60.77,3549.0,S4
60.22,3559.0,S4
60.28,3569.0,S4
60.42,3579.0,S4
60.82,3589.0,S4
61.9,3599.0,S4
62.17,3609.0,S4
62.15,3619.0,S4
61.97,3629.0,S4
62.15,3639.0,S4
62.47,3649.0,S4
62.03,3659.0,S4
62.52,3669.0,S4
62.37,3679.0,S4
61.52,3689.0,S4
61.18,3699.0,S4
63.58,3709.0,S4
71.23,3719.0,S4
78.15,3729.0,S4
80.18,3739.0,S4
84.63,3749.0,S4
86.92,3759.0,S4
84.22,3769.0,S4
76.92,3779.0,S4
69.28,3789.0,S4
70.78,3799.0,S4
70.27,3809.0,S4
69.68,3819.0,S4
69.72,3829.0,S4
70.3,3839.0,S4
71.72,3849.0,S4
70.72,3859.0,S4
69.28,3869.0,S4
69.9,3879.0,S4
71.38,3889.0,S4
72.07,3899.0,S4
72.13,3909.0,S4
71.53,3919.0,S4
70.77,3929.0,S4
69.55,3939.0,S4
68.75,3949.0,S4
67.45,3959.0,S4
66.28,3969.0,S4
65.33,3979.0,S4
67.37,3989.0,S4
69.23,3999.0,S4
68.47,4009.0,S4
68.32,4019.0,S4
68.38,4029.0,S4
67.62,4039.0,S4
64.68,4049.0,S4
61.35,4059.0,S4
60.52,4069.0,S4
60.28,4079.0,S4
61.82,4089.0,S4
62.98,4099.0,S4
63.2,4109.0,S4
63.37,4119.0,S4
64.88,4129.0,S4
67.35,4139.0,S4
67.38,4149.0,S4
67.43,4159.0,S4
67.27,4169.0,S4
66.7,4179.0,S4
64.97,4189.0,S4
61.62,4199.0,S4
59.32,4209.0,S4
58.1,4219.0,S4
58.38,4229.0,S4
59.8,4239.0,S4
61.2,4249.0,S4
61.63,4259.0,S4
